gm102b,gm302b,gm502b,gm702b,time(sec)
1.95,2.02,2.07,3.69,681
1.95,2.03,2.07,3.69,682
1.95,2.02,2.07,3.69,683
1.95,2.03,2.07,3.69,684
1.95,2.03,2.07,3.69,685
1.95,2.03,2.07,3.69,686
1.95,2.03,2.07,3.69,687
1.95,2.03,2.08,3.7,688
1.95,2.03,2.08,3.69,689
1.95,2.03,2.08,3.69,690
1.95,2.03,2.08,3.69,691
1.96,2.03,2.08,3.69,692
1.95,2.03,2.08,3.7,693
1.95,2.03,2.08,3.69,694
1.95,2.03,2.08,3.69,695
1.95,2.03,2.08,3.69,696
1.95,2.03,2.08,3.69,697
1.95,2.04,2.08,3.69,698
1.95,2.03,2.08,3.69,699
1.96,2.03,2.08,3.69,700
1.95,2.04,2.08,3.69,701
1.95,2.04,2.08,3.7,702
1.96,2.04,2.08,3.7,703
1.95,2.04,2.08,3.69,704
1.95,2.04,2.08,3.69,705
1.96,2.04,2.08,3.7,706
1.95,2.04,2.08,3.69,707
1.96,2.04,2.09,3.7,708
1.96,2.04,2.09,3.7,709
1.96,2.04,2.09,3.7,710
1.96,2.04,2.08,3.7,711
1.96,2.04,2.09,3.69,712
1.96,2.04,2.09,3.69,713
1.96,2.04,2.09,3.7,714
1.96,2.04,2.09,3.69,715
1.96,2.04,2.09,3.7,716
1.96,2.04,2.09,3.69,717
1.96,2.04,2.09,3.69,718
1.96,2.05,2.09,3.7,719
1.96,2.05,2.09,3.69,720
1.96,2.05,2.09,3.7,721
1.96,2.05,2.1,3.7,722
1.96,2.05,2.09,3.7,723
1.96,2.05,2.09,3.7,724
1.96,2.05,2.09,3.7,725
1.96,2.05,2.1,3.69,726
1.96,2.05,2.1,3.7,727
1.96,2.05,2.1,3.7,728
1.96,2.05,2.1,3.7,729
1.96,2.05,2.1,3.7,730
1.96,2.05,2.1,3.7,731
1.96,2.05,2.1,3.7,732
1.96,2.05,2.1,3.7,733
1.96,2.05,2.1,3.7,734
1.96,2.05,2.1,3.7,735
1.96,2.05,2.1,3.7,736
1.96,2.06,2.1,3.7,737
1.96,2.05,2.1,3.7,738
1.96,2.06,2.11,3.7,739
1.96,2.06,2.1,3.7,740
1.96,2.06,2.11,3.7,741
1.96,2.06,2.11,3.7,742
1.96,2.06,2.11,3.7,743
1.96,2.06,2.11,3.7,744
1.96,2.06,2.11,3.7,745
1.96,2.06,2.11,3.7,746
1.96,2.06,2.11,3.7,747
1.97,2.06,2.11,3.7,748
1.97,2.06,2.11,3.7,749
1.97,2.06,2.11,3.7,750
1.97,2.06,2.11,3.7,751
